

Цикл № 1
Шаг  № 1
Точек  96
Линейная потенцио. развертка , ЭДС 334,91мВ, Скорость развертки 5,0013 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.822600               332.250000                 -0.359310
1.645200               328.130000                 -0.581630
2.467700               324.040000                 -0.788950
3.290300               320.310000                 -0.937740
4.112900               316.170000                 -1.127600
4.935500               312.010000                 -1.327800
5.758000               307.880000                 -1.603000
6.580600               303.680000                 -1.843500
7.403200               299.680000                 -2.102700
8.225800               295.490000                 -2.403500
9.048300               291.460000                 -2.625100
9.870900               287.480000                 -2.929300
10.693500               283.590000                 -3.144000
11.516100               279.300000                 -3.500600
12.338600               275.430000                 -3.669800
13.161200               271.200000                 -3.924100
13.983800               267.040000                 -4.444700
14.806400               263.090000                 -4.458500
15.629000               258.730000                 -4.594000
16.451500               254.810000                 -4.721100
17.274100               250.570000                 -4.948400
18.096700               246.540000                 -5.003500
18.919300               242.520000                 -5.384700
19.741800               238.430000                 -5.321200
20.564400               233.930000                 -5.641900
21.387000               229.680000                 -5.944900
22.209600               225.840000                 -5.791900
23.032100               221.890000                 -5.539400
23.854700               218.000000                 -5.653500
24.677300               213.980000                 -5.735900
25.499900               209.690000                 -5.741500
26.322400               205.610000                 -5.368400
27.145000               201.570000                 -5.796600
27.967600               197.360000                 -6.217200
28.790200               193.050000                 -6.017200
29.612700               189.020000                 -5.606700
30.435300               185.050000                 -5.561700
31.257900               181.080000                 -5.738800
32.080500               176.880000                 -5.723800
32.903100               172.570000                 -5.916900
33.725600               168.670000                 -5.869200
34.548200               164.400000                 -6.056300
35.370800               160.180000                 -5.667500
36.193400               155.940000                 -5.926700
37.015900               151.750000                 -6.147800
37.838500               147.610000                 -5.801500
38.661100               143.830000                 -5.721400
39.483700               140.030000                 -5.730900
40.306200               135.790000                 -5.834200
41.128800               131.530000                 -5.909700
41.951400               127.520000                 -6.264900
42.774000               123.420000                 -6.014500
43.596500               119.420000                 -6.109700
44.419100               114.880000                 -6.089300
45.241700               110.890000                 -6.196700
46.064300               107.140000                 -6.136500
46.886900               103.090000                 -5.870600
47.709400               98.975000                 -5.493400
48.532000               94.786000                 -5.671700
49.354600               90.576000                 -6.506400
50.177200               86.522000                 -6.290200
50.999700               82.111000                 -5.833000
51.822300               78.001000                 -6.032200
52.644900               73.773000                 -6.040100
53.467500               69.873000                 -5.847300
54.290000               66.024000                 -6.036900
55.112600               61.937000                 -5.872800
55.935200               57.633000                 -6.080700
56.757800               53.502000                 -6.305700
57.580300               49.401000                 -6.408500
58.402900               45.339000                 -6.390000
59.225500               41.010000                 -6.258500
60.048100               36.899000                 -6.114300
60.870600               32.905000                 -6.275900
61.693200               29.053000                 -6.300000
62.515800               24.843000                 -6.024800
63.338400               20.581000                 -6.020900
64.161000               16.452000                 -6.043000
64.983500               12.354000                 -5.963800
65.806100               8.153400                 -5.969200
66.628700               4.029400                 -6.077700
67.451300               -0.013850                 -5.803500
68.273800               -4.306400                 -6.144800
69.096400               -8.522900                 -6.464600
69.919000               -12.541000                 -6.346500
70.741600               -16.690000                 -6.459900
71.564100               -20.715000                 -6.115600
72.386700               -24.818000                 -5.843300
73.209300               -28.949000                 -5.888300
74.031900               -33.034000                 -6.084600
74.854400               -37.047000                 -6.444600
75.677000               -40.910000                 -6.034200
76.499600               -45.261000                 -6.042000
77.322200               -49.414000                 -6.156900
78.144800               -53.587000                 -6.180000
78.967300               -57.471000                 -6.226500
