

Цикл № 1
Шаг  № 1
Точек  96
Линейная потенцио. развертка , ЭДС 295,92мВ, Скорость развертки 5,0013 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.822600               293.380000                 -0.262900
1.645200               289.180000                 -0.448090
2.467700               284.810000                 -0.609910
3.290300               280.720000                 -0.721560
4.112900               276.680000                 -0.887570
4.935500               272.760000                 -0.977330
5.758000               268.550000                 -1.037300
6.580600               264.670000                 -1.166400
7.403200               260.570000                 -1.242700
8.225800               256.620000                 -1.369800
9.048300               252.310000                 -1.554300
9.870900               248.480000                 -1.529700
10.693500               244.330000                 -1.533900
11.516100               240.450000                 -1.518400
12.338600               236.510000                 -1.656100
13.161200               232.320000                 -1.654100
13.983800               227.740000                 -1.720500
14.806400               223.760000                 -1.675800
15.629000               219.530000                 -1.739200
16.451500               215.640000                 -1.771000
17.274100               211.460000                 -1.784500
18.096700               207.390000                 -1.722000
18.919300               203.710000                 -1.689100
19.741800               199.600000                 -1.685400
20.564400               195.410000                 -1.635700
21.387000               191.030000                 -1.774100
22.209600               186.870000                 -1.691300
23.032100               183.120000                 -1.659600
23.854700               178.900000                 -1.642600
24.677300               174.760000                 -1.709000
25.499900               170.690000                 -1.892700
26.322400               166.740000                 -1.746600
27.145000               162.640000                 -1.653400
27.967600               158.300000                 -1.730900
28.790200               153.910000                 -1.774600
29.612700               149.600000                 -1.853800
30.435300               145.770000                 -1.759100
31.257900               141.670000                 -1.824600
32.080500               137.740000                 -1.773900
32.903100               133.640000                 -1.722300
33.725600               129.600000                 -1.811000
34.548200               125.550000                 -1.718300
35.370800               121.450000                 -1.783500
36.193400               117.500000                 -1.801700
37.015900               112.760000                 -1.733100
37.838500               108.940000                 -1.835400
38.661100               104.950000                 -1.864600
39.483700               100.890000                 -1.855800
40.306200               96.818000                 -1.734800
41.128800               92.705000                 -1.844500
41.951400               88.764000                 -1.679700
42.774000               84.434000                 -1.728700
43.596500               80.160000                 -1.686800
44.419100               75.826000                 -1.752800
45.241700               71.732000                 -1.668200
46.064300               67.936000                 -1.688600
46.886900               64.103000                 -1.707500
47.709400               60.018000                 -1.683200
48.532000               55.725000                 -1.842800
49.354600               51.818000                 -1.792100
50.177200               47.625000                 -1.705500
50.999700               43.552000                 -1.704600
51.822300               39.289000                 -1.775400
52.644900               34.946000                 -1.818400
53.467500               31.067000                 -1.669600
54.290000               27.067000                 -1.687300
55.112600               22.985000                 -1.621700
55.935200               18.796000                 -1.784200
56.757800               14.681000                 -1.720300
57.580300               10.550000                 -1.815700
58.402900               6.386900                 -1.798700
59.225500               2.369100                 -1.818900
60.048100               -1.888800                 -1.764600
60.870600               -6.109800                 -1.715600
61.693200               -10.296000                 -1.955200
62.515800               -14.344000                 -1.899600
63.338400               -18.584000                 -1.822300
64.161000               -22.620000                 -1.786900
64.983500               -26.712000                 -1.741200
65.806100               -30.919000                 -1.852900
66.628700               -34.823000                 -1.802700
67.451300               -38.878000                 -1.673600
68.273800               -42.956000                 -1.740700
69.096400               -47.228000                 -1.784700
69.919000               -51.278000                 -1.899600
70.741600               -55.487000                 -1.808300
71.564100               -59.478000                 -1.785500
72.386700               -63.578000                 -1.695000
73.209300               -67.631000                 -1.851400
74.031900               -71.850000                 -1.712200
74.854400               -75.678000                 -1.736000
75.677000               -79.544000                 -1.723000
76.499600               -83.808000                 -1.719100
77.322200               -88.117000                 -1.787200
78.144800               -92.301000                 -1.878400
78.967300               -96.515000                 -1.725000
