

Цикл № 1
Шаг  № 1
Точек  96
Линейная потенцио. развертка , ЭДС 295,58мВ, Скорость развертки 5,0013 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.822600               293.030000                 -0.262650
1.645200               288.840000                 -0.427180
2.467700               284.760000                 -0.541300
3.290300               280.540000                 -0.658850
4.112900               276.480000                 -0.753290
4.935500               272.360000                 -0.832230
5.758000               268.100000                 -0.933060
6.580600               264.240000                 -1.021800
7.403200               260.120000                 -1.061400
8.225800               256.140000                 -1.123900
9.048300               252.040000                 -1.212700
9.870900               248.190000                 -1.236300
10.693500               244.150000                 -1.262900
11.516100               240.050000                 -1.243900
12.338600               235.840000                 -1.327500
13.161200               231.650000                 -1.417600
13.983800               227.210000                 -1.419800
14.806400               223.400000                 -1.441400
15.629000               219.400000                 -1.459900
16.451500               215.240000                 -1.381900
17.274100               211.250000                 -1.497500
18.096700               207.130000                 -1.537600
18.919300               203.100000                 -1.470400
19.741800               199.240000                 -1.420500
20.564400               194.960000                 -1.511700
21.387000               190.830000                 -1.514200
22.209600               186.600000                 -1.446300
23.032100               182.690000                 -1.408200
23.854700               178.780000                 -1.491100
24.677300               174.350000                 -1.548100
25.499900               170.390000                 -1.639100
26.322400               166.430000                 -1.577400
27.145000               162.210000                 -1.440200
27.967600               158.160000                 -1.459600
28.790200               153.580000                 -1.566600
29.612700               149.270000                 -1.552600
30.435300               145.240000                 -1.626600
31.257900               141.410000                 -1.584500
32.080500               137.380000                 -1.626300
32.903100               133.320000                 -1.578400
33.725600               129.120000                 -1.447300
34.548200               125.100000                 -1.531700
35.370800               121.050000                 -1.551600
36.193400               117.260000                 -1.578600
37.015900               112.660000                 -1.590400
37.838500               108.780000                 -1.619700
38.661100               104.780000                 -1.563900
39.483700               100.690000                 -1.499400
40.306200               96.460000                 -1.511700
41.128800               92.357000                 -1.606700
41.951400               88.323000                 -1.533600
42.774000               84.245000                 -1.487600
43.596500               80.005000                 -1.568100
44.419100               75.734000                 -1.616500
45.241700               71.462000                 -1.517900
46.064300               67.504000                 -1.573700
46.886900               63.641000                 -1.489100
47.709400               59.556000                 -1.519900
48.532000               55.397000                 -1.465300
49.354600               51.495000                 -1.417800
50.177200               47.417000                 -1.500400
50.999700               43.134000                 -1.559000
51.822300               38.871000                 -1.569000
52.644900               34.676000                 -1.568300
53.467500               30.817000                 -1.430300
54.290000               26.765000                 -1.480800
55.112600               22.768000                 -1.382100
55.935200               18.498000                 -1.443400
56.757800               14.453000                 -1.530200
57.580300               10.384000                 -1.420700
58.402900               6.137600                 -1.445300
59.225500               2.177500                 -1.440900
60.048100               -2.075900                 -1.538800
60.870600               -6.359200                 -1.466200
61.693200               -10.474000                 -1.546200
62.515800               -14.660000                 -1.507600
63.338400               -18.831000                 -1.477600
64.161000               -22.832000                 -1.543500
64.983500               -26.866000                 -1.523800
65.806100               -31.140000                 -1.580100
66.628700               -35.184000                 -1.502600
67.451300               -39.255000                 -1.486400
68.273800               -43.111000                 -1.433300
69.096400               -47.480000                 -1.500400
69.919000               -51.544000                 -1.487100
70.741600               -55.663000                 -1.597300
71.564100               -59.755000                 -1.603500
72.386700               -63.849000                 -1.520600
73.209300               -68.070000                 -1.578400
74.031900               -72.141000                 -1.607200
74.854400               -76.011000                 -1.611100
75.677000               -79.855000                 -1.513200
76.499600               -84.042000                 -1.488400
77.322200               -88.438000                 -1.647000
78.144800               -92.698000                 -1.535600
78.967300               -96.700000                 -1.544200
