

Цикл № 1
Шаг  № 1
Точек  96
Линейная потенцио. развертка , ЭДС 324,42мВ, Скорость развертки 5,0013 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.822600               321.870000                 -0.286020
1.645200               317.800000                 -0.496780
2.467700               313.770000                 -0.657870
3.290300               309.710000                 -0.819690
4.112900               305.540000                 -0.999960
4.935500               301.320000                 -1.204600
5.758000               297.300000                 -1.423700
6.580600               293.230000                 -1.565600
7.403200               288.920000                 -1.772700
8.225800               284.970000                 -1.939700
9.048300               280.980000                 -2.021800
9.870900               276.910000                 -2.127800
10.693500               272.970000                 -2.401800
11.516100               268.820000                 -2.707700
12.338600               264.520000                 -2.962500
13.161200               260.550000                 -3.193400
13.983800               256.630000                 -3.129500
14.806400               252.570000                 -3.185600
15.629000               248.320000                 -3.298700
16.451500               244.380000                 -3.438400
17.274100               240.240000                 -3.324700
18.096700               236.090000                 -3.459500
18.919300               231.930000                 -3.637100
19.741800               227.600000                 -3.638100
20.564400               223.590000                 -3.851800
21.387000               219.720000                 -3.942800
22.209600               215.800000                 -3.821500
23.032100               211.410000                 -3.846400
23.854700               207.420000                 -3.935600
24.677300               203.300000                 -3.847600
25.499900               199.280000                 -3.749700
26.322400               195.120000                 -3.739900
27.145000               190.800000                 -3.831100
27.967600               186.860000                 -3.835800
28.790200               182.840000                 -3.601700
29.612700               178.800000                 -3.688200
30.435300               174.380000                 -3.960000
31.257900               170.290000                 -4.021700
32.080500               166.190000                 -3.913700
32.903100               162.140000                 -3.872200
33.725600               157.870000                 -3.813900
34.548200               153.470000                 -3.966100
35.370800               149.440000                 -4.198500
36.193400               145.650000                 -4.024900
37.015900               141.410000                 -3.979200
37.838500               137.610000                 -3.937900
38.661100               133.370000                 -3.997100
39.483700               129.230000                 -4.073400
40.306200               125.390000                 -4.200000
41.128800               121.070000                 -4.118400
41.951400               116.950000                 -4.121100
42.774000               112.650000                 -4.054900
43.596500               108.850000                 -3.956800
44.419100               104.800000                 -3.842900
45.241700               100.690000                 -3.945700
46.064300               96.388000                 -3.992400
46.886900               92.262000                 -4.108800
47.709400               88.265000                 -3.935400
48.532000               84.014000                 -4.230300
49.354600               79.828000                 -4.244000
50.177200               75.632000                 -4.163400
50.999700               71.501000                 -4.141500
51.822300               67.698000                 -4.065700
52.644900               63.627000                 -3.919400
53.467500               59.688000                 -3.879800
54.290000               55.337000                 -3.900700
55.112600               51.280000                 -3.836300
55.935200               47.186000                 -3.834800
56.757800               43.032000                 -4.004300
57.580300               38.885000                 -3.853300
58.402900               34.768000                 -4.025900
59.225500               30.480000                 -3.969800
60.048100               26.640000                 -3.685500
60.870600               22.440000                 -3.672700
61.693200               18.249000                 -3.845400
62.515800               14.104000                 -4.098700
63.338400               10.151000                 -4.019300
64.161000               5.902000                 -4.232700
64.983500               2.011200                 -3.931700
65.806100               -2.276800                 -4.088600
66.628700               -6.322300                 -4.237400
67.451300               -10.599000                 -3.885700
68.273800               -14.827000                 -3.986500
69.096400               -18.741000                 -4.033500
69.919000               -22.962000                 -3.919900
70.741600               -27.000000                 -3.992400
71.564100               -31.071000                 -4.036500
72.386700               -35.438000                 -3.946200
73.209300               -39.132000                 -3.977700
74.031900               -43.245000                 -3.954100
74.854400               -47.410000                 -4.111500
75.677000               -51.544000                 -4.067200
76.499600               -55.554000                 -4.270100
77.322200               -59.491000                 -4.171000
78.144800               -63.865000                 -4.025200
78.967300               -67.913000                 -4.214300
