

Цикл № 1
Шаг  № 1
Точек  96
Линейная потенцио. развертка , ЭДС 325,69мВ, Скорость развертки 5,0013 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.822600               323.060000                 -0.254050
1.645200               319.150000                 -0.426940
2.467700               315.100000                 -0.578680
3.290300               310.810000                 -0.746890
4.112900               306.790000                 -0.894210
4.935500               302.490000                 -1.107400
5.758000               298.490000                 -1.313800
6.580600               294.370000                 -1.525300
7.403200               290.340000                 -1.708700
8.225800               286.460000                 -1.894700
9.048300               282.290000                 -2.063600
9.870900               278.150000                 -2.297500
10.693500               274.200000                 -2.452900
11.516100               269.990000                 -2.473300
12.338600               265.910000                 -2.779500
13.161200               261.920000                 -2.948700
13.983800               257.730000                 -3.013400
14.806400               253.840000                 -3.144200
15.629000               249.810000                 -3.135400
16.451500               245.500000                 -3.361600
17.274100               241.440000                 -3.553200
18.096700               237.370000                 -3.723200
18.919300               233.110000                 -3.575100
19.741800               228.990000                 -3.814600
20.564400               224.910000                 -3.871700
21.387000               220.980000                 -3.931200
22.209600               216.680000                 -3.760300
23.032100               212.600000                 -3.861900
23.854700               208.600000                 -3.690000
24.677300               204.440000                 -3.621600
25.499900               200.300000                 -4.102400
26.322400               196.160000                 -4.000600
27.145000               191.890000                 -3.914500
27.967600               187.880000                 -3.903400
28.790200               183.840000                 -4.176900
29.612700               179.930000                 -3.898500
30.435300               175.600000                 -4.192400
31.257900               171.550000                 -4.218000
32.080500               167.580000                 -4.082500
32.903100               163.340000                 -4.008400
33.725600               159.150000                 -3.816600
34.548200               154.710000                 -3.914000
35.370800               150.720000                 -3.996100
36.193400               146.680000                 -3.868700
37.015900               142.720000                 -3.859200
37.838500               138.880000                 -4.101100
38.661100               134.710000                 -3.976700
39.483700               130.460000                 -4.231700
40.306200               126.270000                 -4.413000
41.128800               122.260000                 -4.054900
41.951400               118.100000                 -4.339200
42.774000               113.730000                 -4.145400
43.596500               109.730000                 -4.443200
44.419100               105.670000                 -4.263200
45.241700               101.660000                 -4.396800
46.064300               97.601000                 -4.218700
46.886900               93.488000                 -4.157500
47.709400               89.410000                 -4.140000
48.532000               85.185000                 -4.419100
49.354600               80.975000                 -4.419600
50.177200               76.696000                 -4.278000
50.999700               72.568000                 -4.268400
51.822300               68.744000                 -4.332300
52.644900               64.652000                 -4.230500
53.467500               60.533000                 -4.451100
54.290000               56.441000                 -4.573300
55.112600               52.280000                 -4.565200
55.935200               48.302000                 -4.240400
56.757800               44.085000                 -4.295000
57.580300               39.982000                 -4.252400
58.402900               35.733000                 -4.241600
59.225500               31.736000                 -4.399700
60.048100               27.721000                 -4.574800
60.870600               23.573000                 -4.479100
61.693200               19.528000                 -4.379600
62.515800               15.355000                 -4.344100
63.338400               11.199000                 -4.232200
64.161000               7.139700                 -4.434900
64.983500               3.048000                 -4.482800
65.806100               -1.002200                 -4.486500
66.628700               -5.144700                 -4.319300
67.451300               -9.354100                 -4.313200
68.273800               -13.393000                 -4.188000
69.096400               -17.418000                 -4.571100
69.919000               -21.722000                 -4.494200
70.741600               -25.804000                 -4.005200
71.564100               -29.817000                 -4.018000
72.386700               -33.983000                 -4.047800
73.209300               -37.911000                 -4.051500
74.031900               -41.758000                 -4.240800
74.854400               -46.152000                 -4.201500
75.677000               -50.364000                 -4.123800
76.499600               -54.437000                 -4.531500
77.322200               -58.600000                 -4.486000
78.144800               -62.472000                 -4.408100
78.967300               -66.578000                 -4.578800
