

Цикл № 1
Шаг  № 1
Точек  96
Линейная потенцио. развертка , ЭДС 324,22мВ, Скорость развертки 5,0013 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.822600               321.780000                 -0.286760
1.645200               317.650000                 -0.497770
2.467700               313.650000                 -0.665980
3.290300               309.640000                 -0.825100
4.112900               305.440000                 -1.047700
4.935500               301.160000                 -1.242500
5.758000               297.100000                 -1.434300
6.580600               293.040000                 -1.667400
7.403200               288.920000                 -1.847700
8.225800               284.890000                 -2.056000
9.048300               280.640000                 -2.301200
9.870900               276.600000                 -2.529700
10.693500               272.740000                 -2.658500
11.516100               268.580000                 -2.676200
12.338600               264.430000                 -2.979500
13.161200               260.230000                 -3.144500
13.983800               256.220000                 -3.339500
14.806400               252.290000                 -3.421900
15.629000               248.060000                 -3.515600
16.451500               244.120000                 -3.652800
17.274100               240.090000                 -3.757800
18.096700               235.820000                 -3.845600
18.919300               231.440000                 -4.100400
19.741800               227.380000                 -4.015300
20.564400               223.310000                 -3.982900
21.387000               219.340000                 -3.977500
22.209600               215.350000                 -4.063800
23.032100               211.110000                 -4.083500
23.854700               207.100000                 -4.286300
24.677300               202.810000                 -4.362100
25.499900               199.060000                 -4.187700
26.322400               194.590000                 -3.961700
27.145000               190.480000                 -4.156000
27.967600               186.480000                 -4.099200
28.790200               182.270000                 -4.345600
29.612700               178.130000                 -4.429500
30.435300               174.210000                 -4.422600
31.257900               170.080000                 -4.259500
32.080500               165.830000                 -4.380000
32.903100               161.710000                 -4.436400
33.725600               157.540000                 -4.362100
34.548200               153.390000                 -4.396500
35.370800               149.250000                 -4.525900
36.193400               145.110000                 -4.455000
37.015900               141.260000                 -4.550000
37.838500               137.240000                 -4.085900
38.661100               133.020000                 -4.255100
39.483700               129.200000                 -4.024900
40.306200               124.940000                 -4.209900
41.128800               120.730000                 -4.440800
41.951400               116.580000                 -4.568700
42.774000               112.470000                 -4.253400
43.596500               108.340000                 -4.283400
44.419100               104.250000                 -4.537400
45.241700               100.140000                 -4.640700
46.064300               95.887000                 -4.638300
46.886900               92.110000                 -4.370400
47.709400               87.933000                 -4.243800
48.532000               83.691000                 -4.263500
49.354600               79.666000                 -4.454300
50.177200               75.214000                 -4.364000
50.999700               71.148000                 -4.574800
51.822300               67.174000                 -4.574800
52.644900               63.327000                 -4.386200
53.467500               59.133000                 -4.556100
54.290000               55.002000                 -4.411500
55.112600               51.015000                 -4.230000
55.935200               46.694000                 -4.339700
56.757800               42.614000                 -4.547300
57.580300               38.218000                 -4.361300
58.402900               34.179000                 -4.445000
59.225500               30.244000                 -4.461900
60.048100               26.280000                 -4.240800
60.870600               22.177000                 -4.301800
61.693200               17.946000                 -4.280400
62.515800               13.940000                 -4.136100
63.338400               9.746700                 -4.480400
64.161000               5.555700                 -4.482600
64.983500               1.630200                 -4.464600
65.806100               -2.480000                 -4.436400
66.628700               -6.620200                 -4.396800
67.451300               -10.647000                 -4.299400
68.273800               -14.843000                 -4.414200
69.096400               -18.921000                 -4.329600
69.919000               -23.151000                 -4.352700
70.741600               -27.183000                 -4.539200
71.564100               -31.219000                 -4.641200
72.386700               -35.320000                 -4.345100
73.209300               -39.252000                 -4.383200
74.031900               -43.263000                 -4.505700
74.854400               -47.577000                 -4.434600
75.677000               -51.714000                 -4.605600
76.499600               -55.885000                 -4.284100
77.322200               -59.902000                 -4.608500
78.144800               -64.050000                 -4.545300
78.967300               -68.067000                 -4.289000
