 ,X,Y,Circ.,AR,Round,Solidity
1,357.500,296.000,0.000,0.000,0.000,NaN
2,508.000,309.000,0.000,0.000,0.000,NaN
3,642.167,316.833,0.000,0.000,0.000,NaN
4,780.833,322.167,0.000,0.000,0.000,NaN
5,930.500,326.000,0.000,0.000,0.000,NaN
6,1060.500,326.500,0.000,0.000,0.000,NaN
7,1215.500,323.500,0.000,0.000,0.000,NaN
8,1372.833,318.167,0.000,0.000,0.000,NaN
9,1534.833,307.500,0.000,0.000,0.000,NaN
10,1680.500,296.500,0.000,0.000,0.000,NaN
