 ,X,Y,Circ.,AR,Round,Solidity
1,535.000,500.250,0.000,0.000,0.000,NaN
2,631.750,524.000,0.000,0.000,0.000,NaN
3,724.000,539.500,0.000,0.000,0.000,NaN
4,817.500,548.750,0.000,0.000,0.000,NaN
5,904.250,555.250,0.000,0.000,0.000,NaN
6,998.833,553.833,0.000,0.000,0.000,NaN
7,1090.167,544.833,0.000,0.000,0.000,NaN
8,1173.000,535.333,0.000,0.000,0.000,NaN
9,1254.667,520.500,0.000,0.000,0.000,NaN
10,1340.833,504.833,0.000,0.000,0.000,NaN
