

Цикл № 1
Шаг  № 1
Точек  96
Линейная потенцио. развертка , ЭДС 279,33мВ, Скорость развертки 5,0013 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.822600               276.620000                 -0.212240
1.645200               272.710000                 -0.303970
2.467700               268.470000                 -0.389560
3.290300               264.330000                 -0.453500
4.112900               260.190000                 -0.506370
4.935500               255.990000                 -0.581140
5.758000               251.930000                 -0.610400
6.580600               247.690000                 -0.666970
7.403200               243.820000                 -0.669180
8.225800               239.750000                 -0.744930
9.048300               235.690000                 -0.750580
9.870900               231.510000                 -0.788700
10.693500               227.480000                 -0.829040
11.516100               223.280000                 -0.853870
12.338600               219.060000                 -0.873550
13.161200               215.090000                 -0.850190
13.983800               211.060000                 -0.904290
14.806400               206.990000                 -0.903060
15.629000               203.010000                 -0.834940
16.451500               198.860000                 -0.880680
17.274100               194.670000                 -0.918060
18.096700               190.350000                 -0.919780
18.919300               186.470000                 -0.868140
19.741800               182.430000                 -0.884620
20.564400               178.340000                 -0.884620
21.387000               174.340000                 -0.843550
22.209600               170.120000                 -0.838130
23.032100               166.150000                 -0.869610
23.854700               162.210000                 -0.864940
24.677300               158.050000                 -0.865680
25.499900               153.470000                 -0.897900
26.322400               149.170000                 -0.901830
27.145000               145.260000                 -0.902080
27.967600               141.040000                 -0.864700
28.790200               136.990000                 -0.913140
29.612700               133.040000                 -0.933800
30.435300               128.770000                 -0.912650
31.257900               124.720000                 -0.842560
32.080500               120.770000                 -0.878960
32.903100               116.670000                 -0.904780
33.725600               112.420000                 -0.856830
34.548200               108.480000                 -0.857560
35.370800               104.330000                 -0.837150
36.193400               100.270000                 -0.865920
37.015900               96.174000                 -0.841580
37.838500               92.264000                 -0.832970
38.661100               88.177000                 -0.805920
39.483700               84.113000                 -0.826330
40.306200               80.058000                 -0.862730
41.128800               75.692000                 -0.861010
41.951400               71.342000                 -0.870350
42.774000               67.257000                 -0.837640
43.596500               63.225000                 -0.834940
44.419100               59.374000                 -0.863470
45.241700               55.056000                 -0.883140
46.064300               51.230000                 -0.840100
46.886900               47.078000                 -0.816000
47.709400               43.104000                 -0.839860
48.532000               38.878000                 -0.827310
49.354600               34.595000                 -0.782310
50.177200               30.577000                 -0.808620
50.999700               26.626000                 -0.804200
51.822300               22.525000                 -0.849450
52.644900               18.424000                 -0.798790
53.467500               14.453000                 -0.806410
54.290000               10.479000                 -0.786730
55.112600               6.197600                 -0.778620
55.935200               2.205200                 -0.765580
56.757800               -1.914200                 -0.793620
57.580300               -6.181400                 -0.820670
58.402900               -10.396000                 -0.813540
59.225500               -14.656000                 -0.839860
60.048100               -18.590000                 -0.839360
60.870600               -22.691000                 -0.842320
61.693200               -26.857000                 -0.835430
62.515800               -30.923000                 -0.839120
63.338400               -35.154000                 -0.816490
64.161000               -39.079000                 -0.846500
64.983500               -43.268000                 -0.839360
65.806100               -47.357000                 -0.857810
66.628700               -51.428000                 -0.881420
67.451300               -55.550000                 -0.875520
68.273800               -59.611000                 -0.846990
69.096400               -63.752000                 -0.841330
69.919000               -67.945000                 -0.863960
70.741600               -72.219000                 -0.907490
71.564100               -76.089000                 -0.910680
72.386700               -79.927000                 -0.826330
73.209300               -84.203000                 -0.846740
74.031900               -88.443000                 -0.864940
74.854400               -92.525000                 -0.840840
75.677000               -96.562000                 -0.851660
76.499600               -100.760000                 -0.851410
77.322200               -104.860000                 -0.892980
78.144800               -109.050000                 -0.826580
78.967300               -113.120000                 -0.843300
