

Цикл № 1
Шаг  № 1
Точек  96
Линейная потенцио. развертка , ЭДС 279,33мВ, Скорость развертки 5,0013 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.822600               276.720000                 -0.205840
1.645200               272.650000                 -0.305690
2.467700               268.580000                 -0.375050
3.290300               264.400000                 -0.442920
4.112900               260.130000                 -0.523340
4.935500               256.130000                 -0.556790
5.758000               252.000000                 -0.605240
6.580600               247.790000                 -0.658110
7.403200               243.720000                 -0.710000
8.225800               239.910000                 -0.716640
9.048300               235.740000                 -0.735090
9.870900               231.590000                 -0.771980
10.693500               227.350000                 -0.811330
11.516100               223.130000                 -0.822150
12.338600               219.200000                 -0.800260
13.161200               215.020000                 -0.792390
13.983800               211.000000                 -0.826820
14.806400               206.810000                 -0.856830
15.629000               202.720000                 -0.836900
16.451500               198.750000                 -0.838870
17.274100               194.590000                 -0.856830
18.096700               190.450000                 -0.852400
18.919300               186.370000                 -0.829040
19.741800               182.250000                 -0.839860
20.564400               178.390000                 -0.843550
21.387000               174.360000                 -0.850920
22.209600               170.170000                 -0.827560
23.032100               166.340000                 -0.804200
23.854700               162.040000                 -0.822640
24.677300               158.170000                 -0.837640
25.499900               153.570000                 -0.858300
26.322400               149.390000                 -0.834690
27.145000               145.240000                 -0.839610
27.967600               141.000000                 -0.867890
28.790200               137.220000                 -0.829040
29.612700               132.990000                 -0.856330
30.435300               128.800000                 -0.890760
31.257900               124.810000                 -0.846250
32.080500               120.770000                 -0.838630
32.903100               116.600000                 -0.863470
33.725600               112.380000                 -0.810840
34.548200               108.270000                 -0.829280
35.370800               104.350000                 -0.820920
36.193400               100.320000                 -0.778370
37.015900               96.243000                 -0.801000
37.838500               92.195000                 -0.831250
38.661100               88.069000                 -0.781320
39.483700               83.954000                 -0.788700
40.306200               80.072000                 -0.757710
41.128800               75.770000                 -0.769520
41.951400               71.365000                 -0.827310
42.774000               67.165000                 -0.848710
43.596500               63.285000                 -0.816250
44.419100               59.351000                 -0.823130
45.241700               55.097000                 -0.823380
46.064300               51.167000                 -0.805670
46.886900               47.062000                 -0.807150
47.709400               43.143000                 -0.794360
48.532000               38.945000                 -0.800020
49.354600               34.597000                 -0.812560
50.177200               30.542000                 -0.805180
50.999700               26.591000                 -0.798540
51.822300               22.530000                 -0.794110
52.644900               18.494000                 -0.790920
53.467500               14.206000                 -0.802970
54.290000               10.287000                 -0.795100
55.112600               6.216100                 -0.745420
55.935200               2.189000                 -0.786000
56.757800               -2.022800                 -0.793130
57.580300               -6.188400                 -0.773950
58.402900               -10.338000                 -0.826330
59.225500               -14.605000                 -0.819690
60.048100               -18.747000                 -0.818210
60.870600               -22.740000                 -0.842560
61.693200               -26.792000                 -0.828790
62.515800               -30.843000                 -0.840100
63.338400               -35.066000                 -0.856090
64.161000               -39.160000                 -0.857320
64.983500               -43.224000                 -0.851660
65.806100               -47.267000                 -0.839360
66.628700               -51.433000                 -0.842810
67.451300               -55.612000                 -0.830760
68.273800               -59.729000                 -0.842810
69.096400               -63.872000                 -0.863960
69.919000               -68.169000                 -0.887810
70.741600               -72.115000                 -0.873300
71.564100               -76.020000                 -0.838870
72.386700               -79.885000                 -0.808130
73.209300               -84.206000                 -0.809850
74.031900               -88.350000                 -0.844770
74.854400               -92.588000                 -0.830510
75.677000               -96.691000                 -0.855350
76.499600               -100.780000                 -0.853380
77.322200               -104.800000                 -0.853140
78.144800               -109.070000                 -0.854370
78.967300               -113.140000                 -0.871340
