

Цикл № 1
Шаг  № 1
Точек  96
Линейная потенцио. развертка , ЭДС 279,58мВ, Скорость развертки 5,0013 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.822600               277.040000                 -0.197480
1.645200               272.940000                 -0.321430
2.467700               268.740000                 -0.414390
3.290300               264.560000                 -0.480060
4.112900               260.240000                 -0.565400
4.935500               256.340000                 -0.613600
5.758000               252.280000                 -0.671390
6.580600               248.200000                 -0.694510
7.403200               243.900000                 -0.775910
8.225800               240.120000                 -0.769030
9.048300               235.900000                 -0.831250
9.870900               231.820000                 -0.839860
10.693500               227.560000                 -0.911670
11.516100               223.330000                 -0.960360
12.338600               219.350000                 -0.950030
13.161200               215.310000                 -0.975860
13.983800               211.260000                 -0.996020
14.806400               207.100000                 -0.960120
15.629000               203.280000                 -0.952490
16.451500               199.060000                 -0.949790
17.274100               194.990000                 -0.965280
18.096700               190.780000                 -0.965770
18.919300               186.700000                 -1.005900
19.741800               182.530000                 -1.018400
20.564400               178.840000                 -0.992090
21.387000               174.610000                 -0.976350
22.209600               170.500000                 -0.897900
23.032100               166.660000                 -0.943890
23.854700               162.460000                 -0.938230
24.677300               158.360000                 -0.918310
25.499900               153.860000                 -0.957660
26.322400               149.510000                 -0.939700
27.145000               145.390000                 -0.961590
27.967600               141.390000                 -0.923960
28.790200               137.350000                 -0.981510
29.612700               133.170000                 -0.930360
30.435300               129.220000                 -0.890760
31.257900               125.070000                 -0.917570
32.080500               120.950000                 -0.913640
32.903100               116.970000                 -0.916590
33.725600               112.730000                 -0.898880
34.548200               108.880000                 -0.884620
35.370800               104.440000                 -0.897160
36.193400               100.620000                 -0.907730
37.015900               96.437000                 -0.892490
37.838500               92.331000                 -0.873060
38.661100               88.491000                 -0.871090
39.483700               84.229000                 -0.871090
40.306200               80.257000                 -0.826580
41.128800               76.038000                 -0.878220
41.951400               71.605000                 -0.953720
42.774000               67.689000                 -0.907240
43.596500               63.602000                 -0.887810
44.419100               59.586000                 -0.846990
45.241700               55.437000                 -0.878710
46.064300               51.248000                 -0.890030
46.886900               47.320000                 -0.840350
47.709400               43.448000                 -0.835180
48.532000               39.084000                 -0.856830
49.354600               34.927000                 -0.869610
50.177200               31.034000                 -0.879450
50.999700               26.949000                 -0.834690
51.822300               22.955000                 -0.828050
52.644900               18.831000                 -0.819940
53.467500               14.642000                 -0.837890
54.290000               10.620000                 -0.839610
55.112600               6.470100                 -0.818710
55.935200               2.357600                 -0.823620
56.757800               -1.607100                 -0.831490
57.580300               -5.994400                 -0.874040
58.402900               -10.100000                 -0.859280
59.225500               -14.273000                 -0.862730
60.048100               -18.299000                 -0.848220
60.870600               -22.590000                 -0.850680
61.693200               -26.557000                 -0.873550
62.515800               -30.746000                 -0.882160
63.338400               -34.927000                 -0.854120
64.161000               -38.899000                 -0.854370
64.983500               -42.993000                 -0.850190
65.806100               -47.078000                 -0.870110
66.628700               -51.343000                 -0.903800
67.451300               -55.185000                 -0.867890
68.273800               -59.406000                 -0.880430
69.096400               -63.759000                 -0.907730
69.919000               -67.829000                 -0.924210
70.741600               -71.887000                 -0.892730
71.564100               -75.831000                 -0.905520
72.386700               -79.784000                 -0.879700
73.209300               -83.961000                 -0.892730
74.031900               -88.110000                 -0.899620
74.854400               -92.343000                 -0.933560
75.677000               -96.469000                 -0.902080
76.499600               -100.480000                 -0.886340
77.322200               -104.600000                 -0.871340
78.144800               -108.830000                 -0.916340
78.967300               -112.960000                 -0.904540
