

Цикл № 1
Шаг  № 1
Точек  96
Линейная потенцио. развертка , ЭДС 279,24мВ, Скорость развертки 5,0013 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.822600               276.720000                 -0.205110
1.645200               272.560000                 -0.334710
2.467700               268.460000                 -0.437760
3.290300               264.250000                 -0.545480
4.112900               260.110000                 -0.628600
4.935500               256.050000                 -0.704100
5.758000               251.890000                 -0.768040
6.580600               247.730000                 -0.880430
7.403200               243.670000                 -0.893220
8.225800               239.760000                 -0.929130
9.048300               235.700000                 -1.003900
9.870900               231.630000                 -1.047700
10.693500               227.310000                 -1.115300
11.516100               223.230000                 -1.144800
12.338600               219.130000                 -1.166000
13.161200               215.000000                 -1.124100
13.983800               211.040000                 -1.182700
14.806400               207.040000                 -1.162300
15.629000               203.000000                 -1.223500
16.451500               198.880000                 -1.157600
17.274100               194.890000                 -1.165500
18.096700               190.600000                 -1.226000
18.919300               186.490000                 -1.214200
19.741800               182.590000                 -1.195500
20.564400               178.660000                 -1.183400
21.387000               174.470000                 -1.223500
22.209600               170.310000                 -1.222000
23.032100               166.240000                 -1.181700
23.854700               162.280000                 -1.197200
24.677300               158.030000                 -1.225500
25.499900               153.630000                 -1.271200
26.322400               149.540000                 -1.272900
27.145000               145.200000                 -1.337900
27.967600               141.070000                 -1.247900
28.790200               137.280000                 -1.229700
29.612700               133.010000                 -1.290900
30.435300               129.020000                 -1.240200
31.257900               125.020000                 -1.239200
32.080500               121.010000                 -1.257700
32.903100               116.910000                 -1.219600
33.725600               112.400000                 -1.257700
34.548200               108.580000                 -1.189600
35.370800               104.580000                 -1.185100
36.193400               100.560000                 -1.247100
37.015900               96.418000                 -1.238800
37.838500               92.472000                 -1.207000
38.661100               88.397000                 -1.168900
39.483700               84.192000                 -1.160800
40.306200               80.063000                 -1.185100
41.128800               75.579000                 -1.223800
41.951400               71.443000                 -1.306100
42.774000               67.414000                 -1.280800
43.596500               63.456000                 -1.250100
44.419100               59.646000                 -1.209000
45.241700               55.432000                 -1.250100
46.064300               51.266000                 -1.242500
46.886900               47.214000                 -1.153900
47.709400               43.164000                 -1.244200
48.532000               38.982000                 -1.236800
49.354600               34.685000                 -1.163500
50.177200               30.861000                 -1.235800
50.999700               26.762000                 -1.238300
51.822300               22.689000                 -1.204800
52.644900               18.611000                 -1.186900
53.467500               14.321000                 -1.202400
54.290000               10.435000                 -1.188600
55.112600               6.234500                 -1.257400
55.935200               2.036600                 -1.209200
56.757800               -2.078200                 -1.225000
57.580300               -6.333800                 -1.274200
58.402900               -10.525000                 -1.282500
59.225500               -14.695000                 -1.252500
60.048100               -18.623000                 -1.221300
60.870600               -22.717000                 -1.292400
61.693200               -26.917000                 -1.277100
62.515800               -31.055000                 -1.229400
63.338400               -35.001000                 -1.258700
64.161000               -39.169000                 -1.231900
64.983500               -43.254000                 -1.306100
65.806100               -47.406000                 -1.271500
66.628700               -51.657000                 -1.207000
67.451300               -55.626000                 -1.282000
68.273800               -59.630000                 -1.247900
69.096400               -63.992000                 -1.238800
69.919000               -67.984000                 -1.298500
70.741600               -72.085000                 -1.230400
71.564100               -75.911000                 -1.223800
72.386700               -80.008000                 -1.219100
73.209300               -84.088000                 -1.256200
74.031900               -88.403000                 -1.281300
74.854400               -92.668000                 -1.292400
75.677000               -96.665000                 -1.236800
76.499600               -100.640000                 -1.265100
77.322200               -104.890000                 -1.285500
78.144800               -109.140000                 -1.284500
78.967300               -113.020000                 -1.238500
