

Цикл № 1
Шаг  № 1
Точек  96
Линейная потенцио. развертка , ЭДС 279,36мВ, Скорость развертки 5,0013 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.822600               276.700000                 -0.208800
1.645200               272.540000                 -0.315780
2.467700               268.650000                 -0.368650
3.290300               264.440000                 -0.442430
4.112900               260.020000                 -0.525800
4.935500               256.080000                 -0.549660
5.758000               251.990000                 -0.608190
6.580600               247.690000                 -0.665490
7.403200               243.690000                 -0.688360
8.225800               239.720000                 -0.731890
9.048300               235.600000                 -0.731400
9.870900               231.530000                 -0.728200
10.693500               227.180000                 -0.796820
11.516100               223.090000                 -0.809610
12.338600               219.170000                 -0.816000
13.161200               214.970000                 -0.808870
13.983800               211.030000                 -0.791160
14.806400               206.820000                 -0.880930
15.629000               202.800000                 -0.864700
16.451500               198.640000                 -0.830260
17.274100               194.690000                 -0.844530
18.096700               190.470000                 -0.872070
18.919300               186.380000                 -0.853870
19.741800               182.330000                 -0.823380
20.564400               178.210000                 -0.889530
21.387000               174.390000                 -0.836170
22.209600               170.060000                 -0.849200
23.032100               166.200000                 -0.818460
23.854700               162.020000                 -0.813540
24.677300               157.980000                 -0.817230
25.499900               153.510000                 -0.774440
26.322400               149.310000                 -0.823870
27.145000               145.090000                 -0.811330
27.967600               141.080000                 -0.861740
28.790200               136.950000                 -0.830020
29.612700               132.890000                 -0.826580
30.435300               128.860000                 -0.806410
31.257900               124.770000                 -0.858790
32.080500               120.730000                 -0.833220
32.903100               116.670000                 -0.841580
33.725600               112.430000                 -0.837400
34.548200               108.480000                 -0.839610
35.370800               104.390000                 -0.792880
36.193400               100.270000                 -0.805180
37.015900               96.370000                 -0.791900
37.838500               92.080000                 -0.838870
38.661100               88.212000                 -0.840840
39.483700               83.968000                 -0.801980
40.306200               79.920000                 -0.776410
41.128800               75.604000                 -0.809850
41.951400               71.256000                 -0.863960
42.774000               67.188000                 -0.807390
43.596500               63.100000                 -0.790420
44.419100               59.240000                 -0.787230
45.241700               55.146000                 -0.828540
46.064300               51.019000                 -0.841090
46.886900               47.002000                 -0.792880
47.709400               43.078000                 -0.796080
48.532000               38.797000                 -0.784030
49.354600               34.558000                 -0.836660
50.177200               30.644000                 -0.795830
50.999700               26.485000                 -0.757960
51.822300               22.292000                 -0.729920
52.644900               18.260000                 -0.716400
53.467500               14.443000                 -0.770010
54.290000               10.317000                 -0.751320
55.112600               6.024400                 -0.679750
55.935200               2.131300                 -0.676560
56.757800               -2.080500                 -0.735090
57.580300               -6.412300                 -0.785260
58.402900               -10.518000                 -0.786980
59.225500               -14.367000                 -0.779850
60.048100               -18.533000                 -0.790920
60.870600               -22.712000                 -0.819440
61.693200               -26.825000                 -0.783290
62.515800               -31.143000                 -0.848460
63.338400               -35.121000                 -0.809360
64.161000               -39.224000                 -0.739520
64.983500               -43.141000                 -0.786490
65.806100               -47.288000                 -0.746650
66.628700               -51.384000                 -0.737300
67.451300               -55.679000                 -0.807640
68.273800               -59.787000                 -0.828540
69.096400               -63.842000                 -0.846990
69.919000               -68.014000                 -0.830260
70.741600               -72.044000                 -0.839860
71.564100               -76.168000                 -0.826580
72.386700               -80.010000                 -0.839610
73.209300               -84.136000                 -0.837890
74.031900               -88.385000                 -0.813540
74.854400               -92.516000                 -0.820430
75.677000               -96.603000                 -0.763860
76.499600               -100.700000                 -0.768780
77.322200               -104.860000                 -0.796570
78.144800               -109.040000                 -0.789190
78.967300               -113.120000                 -0.819940
