 ,X,Y,Circ.,AR,Round,Solidity
1,385.000,298.500,0.000,0.000,0.000,NaN
2,514.167,307.500,0.000,0.000,0.000,NaN
3,642.167,315.500,0.000,0.000,0.000,NaN
4,768.833,319.500,0.000,0.000,0.000,NaN
5,898.167,322.167,0.000,0.000,0.000,NaN
6,1031.167,321.167,0.000,0.000,0.000,NaN
7,1170.167,318.167,0.000,0.000,0.000,NaN
8,1300.833,312.833,0.000,0.000,0.000,NaN
9,1444.833,304.833,0.000,0.000,0.000,NaN
10,1574.500,295.500,0.000,0.000,0.000,NaN
